,hhid,clust,province,district,ur,pid,s10aq1,s10aq2,s10aq3,s10aq4,s10aq6,s10aq7,s10aq8,s10aq9,strata_id,weight,quintile,pov_jan,poverty,epov_jan
16720,312164.0,11353.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),Education,None,"Yes, part",522,256.22164150212933,Upper,Non Poor,Non Poor,Non Extreme Poor
16721,312165.0,11353.0,Eastern,Nyagatare,Rural,1.0,Yes,Other reasons,Yes,1.0,Tontine (community),Education,None,"Yes, part",522,256.22164150212933,Upper,Non Poor,Non Poor,Non Extreme Poor
16722,312166.0,11353.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Home improvement,None,"Yes, all",522,256.22164150212933,Upper,Non Poor,Non Poor,Non Extreme Poor
16723,312167.0,11354.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,521,329.8831694621168,Upper,Non Poor,Non Poor,Non Extreme Poor
16724,312168.0,11354.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,"Yes, all",521,329.8831694621168,Poor/mid,Poor,Moderately poor,Non Extreme Poor
16725,312169.0,11354.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16726,312169.0,11354.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,2.0,Tontine (community),Medical treatment,None,No,521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16727,312169.0,11354.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,3.0,Tontine (community),Food purchase,None,No,521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16728,312169.0,11354.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,4.0,Tontine (community),"Ceremonial (marriage, funeral, baptism)",None,"Yes, all",521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16729,312169.0,11354.0,Eastern,Nyagatare,Urban,4.0,No,,Yes,6.0,Tontine (community),Others (specify),None,No,521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16730,312169.0,11354.0,Eastern,Nyagatare,Urban,4.0,No,,Yes,5.0,Tontine (community),Others (specify),None,"Yes, all",521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16731,312169.0,11354.0,Eastern,Nyagatare,Urban,4.0,No,,Yes,7.0,Tontine (community),Agricultural equipment,Land,No,521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16732,312170.0,11354.0,Eastern,Nyagatare,Urban,,No,,No,,,,,,521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16733,312171.0,11354.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,3.0,Tontine (community),Food purchase,Land,"Yes, all",521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16734,312171.0,11354.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,1.0,Tontine (community),Food purchase,Land,No,521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16735,312171.0,11354.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,2.0,Tontine (community),Food purchase,Land,No,521,329.8831694621168,Mid,Non Poor,Non Poor,Non Extreme Poor
16736,312172.0,11354.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,2.0,Tontine (community),Agricultural inputs,None,"Yes, all",521,329.8831694621168,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16737,312172.0,11354.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Purchase of household items,None,No,521,329.8831694621168,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16738,312172.0,11354.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,3.0,Tontine (community),Education,None,No,521,329.8831694621168,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16739,312173.0,11354.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Others (specify),Land,"Yes, part",521,329.8831694621168,Upper,Non Poor,Non Poor,Non Extreme Poor
16740,312174.0,11354.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,2.0,Tontine (community),Agricultural inputs,None,No,521,329.8831694621168,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16741,312174.0,11354.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Commercial Bank,Home improvement,Land,"Yes, part",521,329.8831694621168,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16742,312174.0,11354.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,3.0,Tontine (community),Agricultural inputs,None,No,521,329.8831694621168,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16743,312175.0,11354.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,No,521,329.8831694621168,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16744,312176.0,11355.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,3.0,Tontine (community),Agricultural inputs,None,No,522,311.00303623406603,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16745,312176.0,11355.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,"Yes, all",522,311.00303623406603,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16746,312176.0,11355.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),Home improvement,None,"Yes, part",522,311.00303623406603,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16747,312176.0,11355.0,Eastern,Nyagatare,Rural,3.0,No,,Yes,4.0,Borrowed from relative,Food purchase,None,"Yes, part",522,311.00303623406603,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16748,312177.0,11355.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, all",522,311.00303623406603,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16749,312177.0,11355.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),"Ceremonial (marriage, funeral, baptism)",None,No,522,311.00303623406603,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16750,312177.0,11355.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,3.0,Borrowed from relative,Food purchase,None,"Yes, part",522,311.00303623406603,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16751,312178.0,11355.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),Agricultural inputs,None,No,522,311.00303623406603,Poor,Poor,Moderately poor,Non Extreme Poor
16752,312178.0,11355.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,Land,"Yes, all",522,311.00303623406603,Poor,Poor,Moderately poor,Non Extreme Poor
16753,312178.0,11355.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,4.0,Tontine (community),Agricultural inputs,None,No,522,311.00303623406603,Poor,Poor,Moderately poor,Non Extreme Poor
16754,312178.0,11355.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,5.0,Tontine (community),Medical treatment,None,"Yes, all",522,311.00303623406603,Poor,Poor,Moderately poor,Non Extreme Poor
16755,312178.0,11355.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,3.0,Tontine (community),Agricultural inputs,None,No,522,311.00303623406603,Poor,Poor,Moderately poor,Non Extreme Poor
16756,312179.0,11355.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,311.00303623406603,Poor,Poor,Moderately poor,Non Extreme Poor
16757,312180.0,11355.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,311.00303623406603,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16758,312181.0,11355.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,311.00303623406603,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16759,312182.0,11355.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,No,522,311.00303623406603,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16760,312183.0,11355.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),Agricultural equipment,None,"Yes, part",522,311.00303623406603,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16761,312183.0,11355.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,SACCOs,Agricultural inputs,House,"Yes, part",522,311.00303623406603,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16762,312184.0,11355.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,311.00303623406603,Mid,Non Poor,Non Poor,Non Extreme Poor
16763,312185.0,11356.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Education,Land,"Yes, all",521,330.712021646695,Upper,Non Poor,Non Poor,Non Extreme Poor
16764,312186.0,11356.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Education,None,"Yes, all",521,330.712021646695,Upper,Non Poor,Non Poor,Non Extreme Poor
16765,312186.0,11356.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Others (specify),None,"Yes, all",521,330.712021646695,Upper,Non Poor,Non Poor,Non Extreme Poor
16766,312186.0,11356.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,3.0,Borrowed from relative,Education,None,No,521,330.712021646695,Upper,Non Poor,Non Poor,Non Extreme Poor
16767,312187.0,11356.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Credit cooperative,"Ceremonial (marriage, funeral, baptism)",Land,"Yes, all",521,330.712021646695,Upper,Non Poor,Non Poor,Non Extreme Poor
16768,312188.0,11356.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,2.0,Tontine (community),Purchase of household items,None,No,521,330.712021646695,Mid,Non Poor,Non Poor,Non Extreme Poor
16769,312188.0,11356.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Others (specify),None,No,521,330.712021646695,Mid,Non Poor,Non Poor,Non Extreme Poor
16770,312189.0,11356.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,No,521,330.712021646695,Mid,Non Poor,Non Poor,Non Extreme Poor
16771,312190.0,11356.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Education,None,"Yes, part",521,330.712021646695,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16772,312191.0,11356.0,Eastern,Nyagatare,Urban,,No,,No,,,,,,521,330.712021646695,Upper,Non Poor,Non Poor,Non Extreme Poor
16773,312192.0,11356.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,No,521,330.712021646695,Poor,Poor,Moderately poor,Non Extreme Poor
16774,312193.0,11356.0,Eastern,Nyagatare,Urban,,No,,No,,,,,,521,330.712021646695,Poor,Poor,Moderately poor,Non Extreme Poor
16775,312194.0,11357.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Livestock purchase,None,"Yes, part",522,326.10027100271003,Poor/mid,Poor,Moderately poor,Non Extreme Poor
16776,312195.0,11357.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,326.10027100271003,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16777,312196.0,11357.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,522,326.10027100271003,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16778,312196.0,11357.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Home improvement,None,"Yes, part",522,326.10027100271003,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16779,312197.0,11357.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,2.0,Tontine (community),Food purchase,None,No,522,326.10027100271003,Mid,Non Poor,Non Poor,Non Extreme Poor
16780,312197.0,11357.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,1.0,Tontine (community),Education,None,No,522,326.10027100271003,Mid,Non Poor,Non Poor,Non Extreme Poor
16781,312198.0,11357.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, part",522,326.10027100271003,Mid,Non Poor,Non Poor,Non Extreme Poor
16782,312198.0,11357.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),Education,None,No,522,326.10027100271003,Mid,Non Poor,Non Poor,Non Extreme Poor
16783,312199.0,11357.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Agricultural equipment,None,"Yes, part",522,326.10027100271003,Mid,Non Poor,Non Poor,Non Extreme Poor
16784,312199.0,11357.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,3.0,Tontine (community),Agricultural inputs,None,No,522,326.10027100271003,Mid,Non Poor,Non Poor,Non Extreme Poor
16785,312199.0,11357.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,2.0,Tontine (community),Food purchase,None,"Yes, all",522,326.10027100271003,Mid,Non Poor,Non Poor,Non Extreme Poor
16786,312199.0,11357.0,Eastern,Nyagatare,Rural,3.0,No,,Yes,4.0,Tontine (community),Agricultural inputs,None,No,522,326.10027100271003,Mid,Non Poor,Non Poor,Non Extreme Poor
16787,312200.0,11357.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,1.0,Tontine (community),Livestock purchase,None,No,522,326.10027100271003,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16788,312201.0,11357.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,326.10027100271003,Poor/mid,Poor,Moderately poor,Non Extreme Poor
16789,312202.0,11357.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,522,326.10027100271003,Mid,Non Poor,Non Poor,Non Extreme Poor
16790,312202.0,11357.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,"Yes, part",522,326.10027100271003,Mid,Non Poor,Non Poor,Non Extreme Poor
16791,312203.0,11358.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),Education,None,No,522,334.1191301257275,Mid,Non Poor,Non Poor,Non Extreme Poor
16792,312203.0,11358.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,3.0,Tontine (community),"Ceremonial (marriage, funeral, baptism)",None,No,522,334.1191301257275,Mid,Non Poor,Non Poor,Non Extreme Poor
16793,312203.0,11358.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,522,334.1191301257275,Mid,Non Poor,Non Poor,Non Extreme Poor
16794,312204.0,11358.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Medical treatment,None,"Yes, all",522,334.1191301257275,Mid,Non Poor,Non Poor,Non Extreme Poor
16795,312204.0,11358.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,522,334.1191301257275,Mid,Non Poor,Non Poor,Non Extreme Poor
16796,312204.0,11358.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,3.0,Tontine (community),Business expansion,None,No,522,334.1191301257275,Mid,Non Poor,Non Poor,Non Extreme Poor
16797,312205.0,11358.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),Food purchase,None,No,522,334.1191301257275,Mid,Non Poor,Non Poor,Non Extreme Poor
16798,312205.0,11358.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,522,334.1191301257275,Mid,Non Poor,Non Poor,Non Extreme Poor
16799,312206.0,11358.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),Food purchase,None,No,522,334.1191301257275,Poor/mid,Poor,Moderately poor,Non Extreme Poor
16800,312206.0,11358.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,522,334.1191301257275,Poor/mid,Poor,Moderately poor,Non Extreme Poor
16801,312206.0,11358.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,3.0,Tontine (community),Medical treatment,None,No,522,334.1191301257275,Poor/mid,Poor,Moderately poor,Non Extreme Poor
16802,312206.0,11358.0,Eastern,Nyagatare,Rural,3.0,No,,Yes,4.0,Tontine (community),Medical treatment,None,No,522,334.1191301257275,Poor/mid,Poor,Moderately poor,Non Extreme Poor
16803,312206.0,11358.0,Eastern,Nyagatare,Rural,4.0,No,,Yes,5.0,Tontine (community),Agricultural equipment,None,No,522,334.1191301257275,Poor/mid,Poor,Moderately poor,Non Extreme Poor
16804,312206.0,11358.0,Eastern,Nyagatare,Rural,5.0,No,,Yes,6.0,Tontine (community),Education,None,No,522,334.1191301257275,Poor/mid,Poor,Moderately poor,Non Extreme Poor
16805,312207.0,11358.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, all",522,334.1191301257275,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16806,312208.0,11358.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,334.1191301257275,Poor,Poor,Moderately poor,Non Extreme Poor
16807,312209.0,11358.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural equipment,None,No,522,334.1191301257275,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16808,312209.0,11358.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,2.0,Tontine (community),Business expansion,None,No,522,334.1191301257275,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16809,312210.0,11358.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,334.1191301257275,Poor,Poor,Moderately poor,Non Extreme Poor
16810,312211.0,11358.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,334.1191301257275,Poor,Poor,Moderately poor,Non Extreme Poor
16811,312212.0,11359.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),Home improvement,None,No,522,315.9886346925485,Poor,Poor,Moderately poor,Non Extreme Poor
16812,312212.0,11359.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,"Yes, all",522,315.9886346925485,Poor,Poor,Moderately poor,Non Extreme Poor
16813,312212.0,11359.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,3.0,Tontine (community),Food purchase,None,"Yes, all",522,315.9886346925485,Poor,Poor,Moderately poor,Non Extreme Poor
16814,312213.0,11359.0,Eastern,Nyagatare,Rural,1.0,Yes,Insufficient collateral,Yes,1.0,Borrowed from relative,Education,None,"Yes, all",522,315.9886346925485,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16815,312214.0,11359.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,3.0,Tontine (community),Medical treatment,None,No,522,315.9886346925485,Mid,Non Poor,Non Poor,Non Extreme Poor
16816,312214.0,11359.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,4.0,Borrowed from relative,Others (specify),None,"Yes, all",522,315.9886346925485,Mid,Non Poor,Non Poor,Non Extreme Poor
16817,312214.0,11359.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,2.0,Tontine (community),Food purchase,None,"Yes, all",522,315.9886346925485,Mid,Non Poor,Non Poor,Non Extreme Poor
16818,312214.0,11359.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, part",522,315.9886346925485,Mid,Non Poor,Non Poor,Non Extreme Poor
16819,312215.0,11359.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,315.9886346925485,Mid,Non Poor,Non Poor,Non Extreme Poor
16820,312216.0,11359.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,315.9886346925485,Poor,Poor,Moderately poor,Non Extreme Poor
16821,312217.0,11359.0,Eastern,Nyagatare,Rural,2.0,Yes,Insuffivient income,Yes,1.0,Tontine (community),Agricultural inputs,None,No,522,315.9886346925485,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16822,312218.0,11359.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Education,None,No,522,315.9886346925485,Upper,Non Poor,Non Poor,Non Extreme Poor
16823,312218.0,11359.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,2.0,Tontine (community),Education,None,"Yes, part",522,315.9886346925485,Upper,Non Poor,Non Poor,Non Extreme Poor
16824,312219.0,11359.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,315.9886346925485,Poor,Poor,Moderately poor,Non Extreme Poor
16825,312220.0,11359.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,315.9886346925485,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16826,312221.0,11360.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,3.0,Borrowed from relative,Medical treatment,None,"Yes, part",521,229.85701357466067,Poor,Poor,Moderately poor,Non Extreme Poor
16827,312221.0,11360.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,4.0,Tontine (community),Food purchase,None,"Yes, all",521,229.85701357466067,Poor,Poor,Moderately poor,Non Extreme Poor
16828,312221.0,11360.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,2.0,Tontine (community),Business expansion,None,"Yes, part",521,229.85701357466067,Poor,Poor,Moderately poor,Non Extreme Poor
16829,312221.0,11360.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",521,229.85701357466067,Poor,Poor,Moderately poor,Non Extreme Poor
16830,312222.0,11360.0,Eastern,Nyagatare,Urban,,Yes,Unclear purpose of the loan,No,,,,,,521,229.85701357466067,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16831,312223.0,11360.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,2.0,Tontine (community),Food purchase,None,No,521,229.85701357466067,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16832,312223.0,11360.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,1.0,Borrowed from relative,Agricultural inputs,None,"Yes, all",521,229.85701357466067,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16833,312224.0,11360.0,Eastern,Nyagatare,Urban,,No,,No,,,,,,521,229.85701357466067,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16834,312225.0,11360.0,Eastern,Nyagatare,Urban,,No,,No,,,,,,521,229.85701357466067,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16835,312226.0,11360.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,SACCOs,Home improvement,None,"Yes, part",521,229.85701357466067,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16836,312227.0,11360.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",521,229.85701357466067,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16837,312228.0,11360.0,Eastern,Nyagatare,Urban,1.0,Yes,Insufficient collateral,Yes,1.0,Commercial Bank,Business expansion,None,"Yes, part",521,229.85701357466067,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16838,312229.0,11360.0,Eastern,Nyagatare,Urban,1.0,Yes,Insufficient collateral,Yes,1.0,Commercial Bank,Home improvement,None,"Yes, part",521,229.85701357466067,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16839,312230.0,11361.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, all",522,306.21610813669116,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16840,312231.0,11361.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,306.21610813669116,Mid,Non Poor,Non Poor,Non Extreme Poor
16841,312232.0,11361.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, part",522,306.21610813669116,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16842,312233.0,11361.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Home improvement,Land,"Yes, all",522,306.21610813669116,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16843,312233.0,11361.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,2.0,Tontine (community),Business expansion,None,"Yes, all",522,306.21610813669116,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16844,312233.0,11361.0,Eastern,Nyagatare,Rural,3.0,No,,Yes,3.0,Tontine (community),Others (specify),None,No,522,306.21610813669116,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16845,312234.0,11361.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,1.0,Tontine (community),Education,None,No,522,306.21610813669116,Poor,Poor,Moderately poor,Non Extreme Poor
16846,312234.0,11361.0,Eastern,Nyagatare,Rural,2.0,No,,Yes,2.0,Tontine (community),Food purchase,None,No,522,306.21610813669116,Poor,Poor,Moderately poor,Non Extreme Poor
16847,312235.0,11361.0,Eastern,Nyagatare,Rural,,No,,No,,,,,,522,306.21610813669116,Mid,Non Poor,Non Poor,Non Extreme Poor
16848,312236.0,11361.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,522,306.21610813669116,Mid,Non Poor,Non Poor,Non Extreme Poor
16849,312237.0,11361.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,522,306.21610813669116,Mid,Non Poor,Non Poor,Non Extreme Poor
16850,312238.0,11361.0,Eastern,Nyagatare,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,522,306.21610813669116,Poor/mid,Poor,Moderately poor,Non Extreme Poor
16851,312239.0,11362.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,1.0,Tontine (community),Purchase of household items,None,"Yes, part",521,328.2860238353196,Mid,Non Poor,Non Poor,Non Extreme Poor
16852,312240.0,11362.0,Eastern,Nyagatare,Urban,,No,,No,,,,,,521,328.2860238353196,Upper,Non Poor,Non Poor,Non Extreme Poor
16853,312241.0,11362.0,Eastern,Nyagatare,Urban,2.0,Yes,Insuffivient income,Yes,1.0,Tontine (community),Agricultural inputs,None,No,521,328.2860238353196,Poor,Poor,Moderately poor,Non Extreme Poor
16854,312242.0,11362.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Agricultural equipment,None,"Yes, part",521,328.2860238353196,Mid,Non Poor,Non Poor,Non Extreme Poor
16855,312243.0,11362.0,Eastern,Nyagatare,Urban,,No,,No,,,,,,521,328.2860238353196,Mid,Non Poor,Non Poor,Non Extreme Poor
16856,312244.0,11362.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,SACCOs,Home improvement,None,"Yes, part",521,328.2860238353196,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16857,312245.0,11362.0,Eastern,Nyagatare,Urban,2.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, part",521,328.2860238353196,Poor,Poor,Moderately poor,Non Extreme Poor
16858,312246.0,11362.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, all",521,328.2860238353196,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16859,312246.0,11362.0,Eastern,Nyagatare,Urban,1.0,No,,Yes,2.0,Tontine (community),Medical treatment,None,No,521,328.2860238353196,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
16860,312246.0,11362.0,Eastern,Nyagatare,Urban,3.0,No,,Yes,3.0,Tontine (community),Food purchase,None,"Yes, all",521,328.2860238353196,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
